nodenumber     x-coordinate     y-coordinate   axial-velocity  radial-velocity 
        30  2.821143429E+00  1.334630361E-02  3.845094835E-01  5.219839067E-05 
        31  2.775816089E+00  6.680352570E-03  3.858506600E-01  1.427439842E-05 
        32  2.775808803E+00  0.000000000E+00  3.862192515E-01  6.568950010E-06 
        33  2.775823360E+00  1.334621662E-02  3.847624613E-01  2.804397295E-05 
        34  2.720531262E+00  6.680246449E-03  3.860076367E-01  6.300753953E-06 
        35  2.720522201E+00  0.000000000E+00  3.863767730E-01  2.582885200E-06 
        36  2.720540304E+00  1.334611050E-02  3.849171185E-01  1.294524512E-05 
        37  2.653844281E+00  6.680118441E-03  3.860872160E-01  2.603412705E-06 
        38  2.653833432E+00  0.000000000E+00  3.864569900E-01  9.238034952E-07 
        39  2.653855107E+00  1.334598249E-02  3.849950201E-01  5.114002379E-06 
        40  2.581337834E+00  6.679979262E-03  3.861240107E-01  6.474925600E-07 
        41  2.581326108E+00  0.000000000E+00  3.864938990E-01  9.293272860E-08 
        42  2.581349536E+00  1.334584332E-02  3.850313527E-01  1.369890369E-06 
        43  2.506754944E+00  6.679836097E-03  3.861306697E-01  1.301605836E-07 
        44  2.506742998E+00  0.000000000E+00  3.865006880E-01 -4.456965116E-08 
        45  2.506766864E+00  1.334570015E-02  3.850377468E-01  2.840612363E-07 
        46  2.432172053E+00  6.679692932E-03  3.861338415E-01 -5.361867122E-08 
        47  2.432159889E+00  0.000000000E+00  3.865038558E-01 -1.574350286E-07 
        48  2.432184192E+00  1.334555699E-02  3.850409197E-01  1.027135994E-08 
        49  2.357589162E+00  6.679549767E-03  3.861310941E-01 -5.449741355E-08 
        50  2.357576779E+00  0.000000000E+00  3.865011069E-01 -1.675348616E-07 
        51  2.357601520E+00  1.334541382E-02  3.850381630E-01  2.619848485E-08 
        52  2.283006271E+00  6.679406603E-03  3.861326493E-01 -7.002313126E-08 
        53  2.282993670E+00  0.000000000E+00  3.865026377E-01 -1.803268835E-07 
        54  2.283018847E+00  1.334527066E-02  3.850397506E-01  1.439677291E-08 
        55  2.208423381E+00  6.679263438E-03  3.861310985E-01 -4.560645898E-08 
        56  2.208410560E+00  0.000000000E+00  3.865010730E-01 -1.599475494E-07 
        57  2.208436175E+00  1.334512749E-02  3.850382119E-01  4.731621505E-08 
        58  2.133840490E+00  6.679120273E-03  3.861322807E-01 -5.694690666E-08 
        59  2.133827451E+00  0.000000000E+00  3.865022318E-01 -1.689579183E-07 
        60  2.133853503E+00  1.334498433E-02  3.850394236E-01  3.369671801E-08 
        61  2.059257599E+00  6.678977109E-03  3.861313319E-01 -4.630050672E-08 
        62  2.059244342E+00  0.000000000E+00  3.865012682E-01 -1.588207017E-07 
        63  2.059270831E+00  1.334484116E-02  3.850384884E-01  4.581552919E-08 
        64  1.984674709E+00  6.678833944E-03  3.861320704E-01 -5.489616092E-08 
        65  1.984661232E+00  0.000000000E+00  3.865019849E-01 -1.660594117E-07 
        66  1.984688159E+00  1.334469800E-02  3.850392531E-01  3.555605410E-08 
        67  1.910091818E+00  6.678690779E-03  3.861314647E-01 -4.892371484E-08 
        68  1.910078123E+00  0.000000000E+00  3.865013630E-01 -1.609780398E-07 
        69  1.910105487E+00  1.334455484E-02  3.850386640E-01  4.283781494E-08 
        70  1.835508927E+00  6.678547614E-03  3.861318993E-01 -5.523382645E-08 
        71  1.835495013E+00  0.000000000E+00  3.865017768E-01 -1.668329203E-07 
        72  1.835522814E+00  1.334441167E-02  3.850391232E-01  3.612367271E-08 
        73  1.760926036E+00  6.678404450E-03  3.861315093E-01 -5.247233942E-08 
        74  1.760911904E+00  0.000000000E+00  3.865013698E-01 -1.653568029E-07 
        75  1.760940142E+00  1.334426851E-02  3.850387510E-01  4.178307078E-08 
        76  1.686343145E+00  6.678261285E-03  3.861317410E-01 -5.734648514E-08 
        77  1.686328794E+00  0.000000000E+00  3.865015815E-01 -1.707524128E-07 
        78  1.686357470E+00  1.334412534E-02  3.850390059E-01  3.885208848E-08 
        79  1.611760255E+00  6.678118120E-03  3.861315639E-01 -5.530630110E-08 
        80  1.611745685E+00  0.000000000E+00  3.865013866E-01 -1.708318449E-07 
        81  1.611774798E+00  1.334398218E-02  3.850388479E-01  4.555531249E-08 
        82  1.537177364E+00  6.677974955E-03  3.861316985E-01 -6.145147478E-08 
        83  1.537162575E+00  0.000000000E+00  3.865015015E-01 -1.770480232E-07 
        84  1.537192126E+00  1.334383901E-02  3.850390047E-01  4.151864297E-08 
        85  1.462594473E+00  6.677831791E-03  3.861316580E-01 -6.100788153E-08 
        86  1.462579466E+00  0.000000000E+00  3.865014434E-01 -1.779094566E-07 
        87  1.462609453E+00  1.334369585E-02  3.850389831E-01  4.541654584E-08 
        88  1.388011582E+00  6.677688626E-03  3.861316400E-01 -6.452425174E-08 
        89  1.387996356E+00  0.000000000E+00  3.865014062E-01 -1.810787586E-07 
        90  1.388026781E+00  1.334355269E-02  3.850389867E-01  3.967758816E-08 
        91  1.313428691E+00  6.677545461E-03  3.861317035E-01 -6.080977846E-08 
        92  1.313413247E+00  0.000000000E+00  3.865014516E-01 -1.787193689E-07 
        93  1.313444109E+00  1.334340952E-02  3.850390702E-01  4.368347768E-08 
        94  1.238845801E+00  6.677402297E-03  3.861315074E-01 -6.474622291E-08 
        95  1.238830137E+00  0.000000000E+00  3.865012362E-01 -1.819819922E-07 
        96  1.238861437E+00  1.334326636E-02  3.850388958E-01  3.650156360E-08 
        97  1.164262910E+00  6.677259132E-03  3.861316795E-01 -5.985009428E-08 
        98  1.164247028E+00  0.000000000E+00  3.865013916E-01 -1.770157004E-07 
        99  1.164278764E+00  1.334312319E-02  3.850390865E-01  4.129402972E-08 
       100  1.089680019E+00  6.677115967E-03  3.861312934E-01 -5.771038095E-08 
       101  1.089663919E+00  0.000000000E+00  3.865009906E-01 -1.773176437E-07 
       102  1.089696092E+00  1.334298003E-02  3.850387148E-01  4.286947694E-08 
       103  1.015097128E+00  6.676972802E-03  3.861320114E-01 -1.845292240E-08 
       104  1.015080809E+00  0.000000000E+00  3.865017046E-01 -1.361365493E-07 
       105  1.015113420E+00  1.334283686E-02  3.850394281E-01  9.251835368E-08 
       106  9.405142371E-01  6.676829638E-03  3.861328111E-01  8.193982650E-08 
       107  9.404976996E-01  0.000000000E+00  3.865025202E-01 -5.791085073E-08 
       108  9.405307475E-01  1.334269370E-02  3.850401780E-01  2.553722924E-07 
       109  8.659313462E-01  6.676686473E-03  3.861386675E-01  3.674910150E-07 
       110  8.659145901E-01  0.000000000E+00  3.865084115E-01  1.175236868E-07 
       111  8.659480752E-01  1.334255054E-02  3.850459192E-01  8.160104730E-07 
       112  7.913484554E-01  6.676543308E-03  3.861517851E-01  9.071627840E-07 
       113  7.913314806E-01  0.000000000E+00  3.865215474E-01  3.293336363E-07 
       114  7.913654029E-01  1.334240737E-02  3.850588575E-01  1.941821547E-06 
       115  3.000000000E+00  6.680782900E-03  3.802901406E-01  2.014450377E-04 
       116  3.000000000E+00  1.334664693E-02  3.792908292E-01  3.941995628E-04 
       117  7.167655644E-01  6.676400143E-03  3.861778829E-01  1.131950939E-06 
       118  7.167483712E-01  0.000000000E+00  3.865473583E-01  2.648925787E-07 
       119  7.167827306E-01  1.334226421E-02  3.850851470E-01  2.808692293E-06 
       120  6.421826735E-01  6.676256979E-03  3.861888923E-01 -2.693828647E-07 
       121  6.421652617E-01  0.000000000E+00  3.865577246E-01 -1.650735936E-07 
       122  6.422000582E-01  1.334212104E-02  3.850975012E-01  1.977450841E-07 
       123  5.675997826E-01  6.676113814E-03  3.860737610E-01 -1.017501612E-05 
       124  5.675821523E-01  0.000000000E+00  3.864412452E-01 -4.297287725E-06 
       125  5.676173859E-01  1.334197788E-02  3.849875765E-01 -2.062858947E-05 
       126  4.930168917E-01  6.675970649E-03  3.854124245E-01 -4.860526072E-05 
       127  4.929990428E-01  0.000000000E+00  3.857744772E-01 -2.365015504E-05 
       128  4.930347135E-01  1.334183471E-02  3.843411162E-01 -9.720091432E-05 
       129  4.184340007E-01  6.675827485E-03  3.830734319E-01 -1.673026293E-04 
       130  4.184159333E-01  0.000000000E+00  3.834158214E-01 -8.409813106E-05 
       131  4.184520412E-01  1.334169155E-02  3.820557807E-01 -3.275964007E-04 
       132  3.459405985E-01  6.675688331E-03  3.766766094E-01 -4.526224277E-04 
       133  3.459233599E-01  0.000000000E+00  3.769691408E-01 -2.290500125E-04 
       134  3.459578117E-01  1.334155239E-02  3.758017050E-01 -8.810348776E-04 
       135  2.792854865E-01  6.675560384E-03  3.636806679E-01 -9.516765596E-04 
       136  2.792706311E-01  0.000000000E+00  3.638856959E-01 -4.827197042E-04 
       137  2.793003203E-01  1.334142444E-02  3.630606871E-01 -1.852482779E-03 
       138  2.240335548E-01  6.675454325E-03  3.441017275E-01 -1.599615662E-03 
       139  2.240212248E-01  0.000000000E+00  3.441984979E-01 -8.113373780E-04 
       140  2.240458671E-01  1.334131838E-02  3.438010707E-01 -3.118848103E-03 
       141  1.787388936E-01  6.675367381E-03  3.192827528E-01 -2.283414366E-03 
       142  1.787286564E-01  0.000000000E+00  3.192761444E-01 -1.157497764E-03 
       143  1.787491163E-01  1.334123143E-02  3.192902153E-01 -4.461697914E-03 
       144  1.416070975E-01  6.675296105E-03  2.921150530E-01 -2.822137612E-03 
       145  1.415985958E-01  0.000000000E+00  2.920362874E-01 -1.429532067E-03 
       146  1.416155873E-01  1.334116015E-02  2.923410671E-01 -5.527114213E-03 
       147  1.111677975E-01  6.675237675E-03  2.661398391E-01 -3.056628044E-03 
       148  1.111607405E-01  0.000000000E+00  2.660320696E-01 -1.547063138E-03 
       149  1.111748447E-01  1.334110172E-02  2.664579426E-01 -6.000163816E-03 
       150  8.621555496E-02  6.675189778E-03  2.441783044E-01 -2.945954456E-03 
       151  8.620968687E-02  0.000000000E+00  2.440776788E-01 -1.489917416E-03 
       152  8.622141485E-02  1.334105382E-02  2.444806625E-01 -5.794914961E-03 
       153  6.576158637E-02  6.675150516E-03  2.274856668E-01 -2.571843685E-03 
       154  6.575670718E-02  0.000000000E+00  2.274102266E-01 -1.299901004E-03 
       155  6.576645877E-02  1.334101456E-02  2.277166991E-01 -5.067596944E-03 
       156  4.899661160E-02  6.675118335E-03  2.158936577E-01 -2.066644243E-03 
       157  4.899254441E-02  0.000000000E+00  2.158456955E-01 -1.044053080E-03 
       158  4.900067316E-02  1.334098237E-02  2.160427306E-01 -4.077420367E-03 
       159  3.525288778E-02  6.675091954E-03  2.084424110E-01 -1.536904175E-03 
       160  3.524948909E-02  0.000000000E+00  2.084181365E-01 -7.768721088E-04 
       161  3.525628177E-02  1.334095599E-02  2.085276059E-01 -3.036735599E-03 
       162  2.398629170E-02  6.675070327E-03  2.040159719E-01 -1.051597093E-03 
       163  2.398346830E-02  0.000000000E+00  2.040064173E-01 -5.316920759E-04 
       164  2.398911120E-02  1.334093436E-02  2.040560886E-01 -2.079228648E-03 
       165  1.475849798E-02  6.675052614E-03  2.016346159E-01 -6.405325901E-04 
       166  1.475612418E-02  0.000000000E+00  2.016323766E-01 -3.232372647E-04 
       167  1.476086852E-02  1.334091665E-02  2.016480289E-01 -1.265748131E-03 
       168  7.068496629E-03  6.675037853E-03  2.005064478E-01 -3.071435995E-04 
       169  7.066310563E-03  0.000000000E+00  2.005076577E-01 -1.535715661E-04 
       170  7.070679691E-03  1.334090189E-02  2.005092120E-01 -6.074778972E-04 
       171  2.985189468E+00  2.001248253E-02  3.784411675E-01  5.749972914E-04 
       172  2.992881462E+00  2.001249730E-02  3.779387928E-01  5.815382687E-04 
       173  2.975983725E+00  2.001246486E-02  3.789158821E-01  5.500605925E-04 
       174  2.964710810E+00  2.001244322E-02  3.794980545E-01  5.039267909E-04 
       175  2.950960116E+00  2.001241683E-02  3.801147269E-01  4.374102900E-04 
       176  2.934186458E+00  2.001238463E-02  3.807542620E-01  3.571310201E-04 
       177  2.913721636E+00  2.001234535E-02  3.813648793E-01  2.724663796E-04 
       178  2.888756294E+00  2.001229743E-02  3.819119583E-01  1.930947368E-04 
       179  2.858300754E+00  2.001223896E-02  3.823672141E-01  1.264047901E-04 
       180  2.821149279E+00  2.001216765E-02  3.827131867E-01  7.591066857E-05 
       181  2.775830630E+00  2.001208066E-02  3.829588466E-01  4.080979133E-05 
       182  2.720549346E+00  2.001197455E-02  3.831089261E-01  1.916124825E-05 
       183  2.653865932E+00  2.001184654E-02  3.831842750E-01  7.171546761E-06 
       184  2.581361238E+00  2.001170737E-02  3.832197270E-01  1.874822450E-06 
       185  2.506778784E+00  2.001156420E-02  3.832258285E-01  2.834229931E-07 
       186  2.432196331E+00  2.001142104E-02  3.832290073E-01 -5.017214711E-08 
       187  2.357613877E+00  2.001127788E-02  3.832262460E-01 -1.540464863E-08 
       188  2.283031423E+00  2.001113471E-02  3.832278677E-01 -1.823122959E-08 
       189  2.208448970E+00  2.001099155E-02  3.832263405E-01  2.205705170E-08 
       190  2.133866516E+00  2.001084839E-02  3.832275797E-01  8.186630218E-09 
       191  2.059284063E+00  2.001070522E-02  3.832266573E-01  2.098567831E-08 
       192  1.984701609E+00  2.001056206E-02  3.832274464E-01  9.762968282E-09 
       193  1.910119156E+00  2.001041889E-02  3.832268731E-01  1.680129975E-08 
       194  1.835536702E+00  2.001027573E-02  3.832273553E-01  9.869396552E-09 
       195  1.760954248E+00  2.001013257E-02  3.832270005E-01  1.642822664E-08 
       196  1.686371795E+00  2.000998940E-02  3.832272768E-01  1.467776236E-08 
       197  1.611789341E+00  2.000984624E-02  3.832271370E-01  2.276067172E-08 
       198  1.537206887E+00  2.000970307E-02  3.832273137E-01  2.044921951E-08 
       199  1.462624434E+00  2.000955991E-02  3.832273102E-01  2.477969584E-08 
       200  1.388041980E+00  2.000941675E-02  3.832273335E-01  1.798148472E-08 
       201  1.313459526E+00  2.000927358E-02  3.832274368E-01  2.048385222E-08 
       202  1.238877073E+00  2.000913042E-02  3.832272823E-01  1.132502853E-08 
       203  1.164294619E+00  2.000898725E-02  3.832274931E-01  1.549550566E-08 
       204  1.089712165E+00  2.000884409E-02  3.832271366E-01  1.387279233E-08 
       205  1.015129712E+00  2.000870093E-02  3.832278504E-01  8.466470780E-08 
       206  9.405472579E-01  2.000855776E-02  3.832285424E-01  3.191662656E-07 
       207  8.659648042E-01  2.000841460E-02  3.832341033E-01  1.172460259E-06 
       208  0.000000000E+00  1.334088832E-02  2.000000000E-01  0.000000000E+00 
       209  0.000000000E+00  6.675024284E-03  2.000000000E-01  0.000000000E+00 
       210  7.913823505E-01  2.000827144E-02  3.832466091E-01  2.850181370E-06 
       211  3.000000000E+00  2.001251096E-02  3.776406915E-01  5.807493373E-04 
       212  7.167998967E-01  2.000812827E-02  3.832724827E-01  4.454353650E-06 
       213  6.422174430E-01  2.000798511E-02  3.832861668E-01  1.223865568E-06 
       214  5.676349892E-01  2.000784194E-02  3.831850783E-01 -2.901723090E-05 
       215  4.930525354E-01  2.000769878E-02  3.825634510E-01 -1.449395615E-04 
       216  4.184700816E-01  2.000755562E-02  3.803618890E-01 -4.806669513E-04 
       217  3.459750250E-01  2.000741646E-02  3.743354576E-01 -1.287632951E-03 
       218  2.793151541E-01  2.000728850E-02  3.620086613E-01 -2.715751589E-03 
       219  2.240581794E-01  2.000718243E-02  3.432737287E-01 -4.585583578E-03 
       220  1.787593389E-01  2.000709548E-02  3.192758490E-01 -6.583836416E-03 
       221  1.416240770E-01  2.000702420E-02  2.926973689E-01 -8.188327083E-03 
       222  1.111818918E-01  2.000696576E-02  2.669779965E-01 -8.923998988E-03 
       223  8.622727475E-02  2.000691786E-02  2.449840441E-01 -8.648828296E-03 
       224  6.577133117E-02  2.000687860E-02  2.281069196E-01 -7.584627379E-03 
       225  4.900473471E-02  2.000684641E-02  2.162979815E-01 -6.114432465E-03 
       226  3.525967575E-02  2.000682003E-02  2.086789439E-01 -4.562518081E-03 
       227  2.399193070E-02  2.000679840E-02  2.041320213E-01 -3.127915327E-03 
       228  1.476323905E-02  2.000678069E-02  2.016769201E-01 -1.903436160E-03 
       229  7.072862753E-03  2.000676592E-02  2.005187553E-01 -9.123747569E-04 
       230  2.985191536E+00  2.667834657E-02  3.760915313E-01  7.524100875E-04 
       231  2.992883420E+00  2.667836133E-02  3.756087933E-01  7.608558949E-04 
       232  2.975985038E+00  2.667832890E-02  3.765471735E-01  7.193611627E-04 
       233  2.964712441E+00  2.667830726E-02  3.771063688E-01  6.588007088E-04 
       234  2.950962114E+00  2.667828086E-02  3.776982364E-01  5.716650844E-04 
       235  2.934188922E+00  2.667824867E-02  3.783118046E-01  4.667184856E-04 
       236  2.913724691E+00  2.667820938E-02  3.788971780E-01  3.559436612E-04 
       237  2.888760080E+00  2.667816146E-02  3.794212811E-01  2.521738006E-04 
       238  2.858305462E+00  2.667810300E-02  3.798571791E-01  1.650008431E-04 
       239  2.821155129E+00  2.667803169E-02  3.801881478E-01  9.905135152E-05 
       240  2.775837901E+00  2.667794471E-02  3.804234137E-01  5.349329279E-05 
       241  2.720558388E+00  2.667783859E-02  3.805669330E-01  2.531133138E-05 
       242  2.653876758E+00  2.667771060E-02  3.806387799E-01  9.422294899E-06 
       243  2.581372939E+00  2.667757142E-02  3.806729649E-01  2.472459284E-06 
       244  2.506790704E+00  2.667742826E-02  3.806787005E-01  3.217677333E-07 
       245  2.432208469E+00  2.667728510E-02  3.806818767E-01 -8.930246381E-08 
       246  2.357626234E+00  2.667714193E-02  3.806791130E-01 -3.540362157E-08 
       247  2.283043999E+00  2.667699877E-02  3.806807738E-01 -3.320236992E-08 
       248  2.208461764E+00  2.667685560E-02  3.806792558E-01  1.478811973E-08 
       249  2.133879529E+00  2.667671244E-02  3.806805227E-01 -1.266722647E-10 
       250  2.059297294E+00  2.667656928E-02  3.806796114E-01  1.299833221E-08 
       251  1.984715059E+00  2.667642611E-02  3.806804246E-01  2.025796620E-10 
       252  1.910132824E+00  2.667628295E-02  3.806798661E-01  6.594604861E-09 
       253  1.835550589E+00  2.667613979E-02  3.806803711E-01 -1.053097478E-09 
       254  1.760968354E+00  2.667599662E-02  3.806800329E-01  5.013195241E-09 
       255  1.686386119E+00  2.667585346E-02  3.806803302E-01  3.063058478E-09 
       256  1.611803884E+00  2.667571030E-02  3.806802076E-01  1.047303739E-08 
       257  1.537221649E+00  2.667556713E-02  3.806804033E-01  7.714464480E-09 
       258  1.462639414E+00  2.667542397E-02  3.806804172E-01  1.084673362E-08 
       259  1.388057179E+00  2.667528081E-02  3.806804590E-01  4.014437917E-09 
       260  1.313474944E+00  2.667513764E-02  3.806805819E-01  6.013576831E-09 
       261  1.238892709E+00  2.667499448E-02  3.806804464E-01 -3.652413710E-09 
       262  1.164310474E+00  2.667485132E-02  3.806806784E-01  9.483822892E-11 
       263  1.089728239E+00  2.667470815E-02  3.806803373E-01 -2.875753372E-09 
       264  1.015146003E+00  2.667456499E-02  3.806810549E-01  8.446796342E-08 
       265  9.405637683E-01  2.667442183E-02  3.806816769E-01  3.811736159E-07 
       266  8.659815332E-01  2.667427866E-02  3.806869912E-01  1.487308963E-06 
       267  0.000000000E+00  2.000675235E-02  2.000000000E-01  0.000000000E+00 
       268  7.913992980E-01  2.667413550E-02  3.806988315E-01  3.716066993E-06 
       269  3.000000000E+00  2.667837499E-02  3.753218989E-01  7.594137781E-04 
       270  7.168170628E-01  2.667399234E-02  3.807238373E-01  6.042817360E-06 
       271  6.422348277E-01  2.667384917E-02  3.807385255E-01  2.234352119E-06 
       272  5.676525925E-01  2.667370601E-02  3.806480645E-01 -3.591932492E-05 
       273  4.930703573E-01  2.667356285E-02  3.800631552E-01 -1.911142761E-04 
       274  4.184881221E-01  2.667341968E-02  3.779755129E-01 -6.262731639E-04 
       275  3.459922382E-01  2.667328052E-02  3.722562516E-01 -1.673389399E-03 
       276  2.793299879E-01  2.667315256E-02  3.604973892E-01 -3.545372134E-03 
       277  2.240704918E-01  2.667304649E-02  3.424886403E-01 -6.011204588E-03 
       278  1.787695615E-01  2.667295953E-02  3.192110233E-01 -8.672735968E-03 
       279  1.416325667E-01  2.667288825E-02  2.931635396E-01 -1.084458610E-02 
       280  1.111889389E-01  2.667282981E-02  2.676898540E-01 -1.188237827E-02 
       281  8.623313464E-02  2.667278191E-02  2.456861130E-01 -1.157074525E-02 
       282  6.577620356E-02  2.667274264E-02  2.286572085E-01 -1.018581282E-02 
       283  4.900879627E-02  2.667271045E-02  2.166622866E-01 -8.232339263E-03 
       284  3.526306974E-02  2.667268407E-02  2.088919189E-01 -6.153710919E-03 
       285  2.399475020E-02  2.667266244E-02  2.042391066E-01 -4.224655950E-03 
       286  1.476560959E-02  2.667264472E-02  2.017201860E-01 -2.572095638E-03 
       287  7.075045815E-03  2.667262996E-02  2.005325513E-01 -1.232795208E-03 
       288  2.985193604E+00  3.334421060E-02  3.730470151E-01  9.166168448E-04 
       289  2.992885378E+00  3.334422537E-02  3.725892577E-01  9.268182181E-04 
       290  2.975986352E+00  3.334419293E-02  3.734782638E-01  8.761802013E-04 
       291  2.964714072E+00  3.334417129E-02  3.740080526E-01  8.022164042E-04 
       292  2.950964113E+00  3.334414490E-02  3.745683844E-01  6.959422017E-04 
       293  2.934191386E+00  3.334411270E-02  3.751489303E-01  5.680636631E-04 
       294  2.913727747E+00  3.334407342E-02  3.757023118E-01  4.330435960E-04 
       295  2.888763867E+00  3.334402550E-02  3.761973008E-01  3.066608106E-04 
       296  2.858310169E+00  3.334396704E-02  3.766087458E-01  2.005344905E-04 
       297  2.821160979E+00  3.334389574E-02  3.769207820E-01  1.202936003E-04 
       298  2.775845171E+00  3.334380875E-02  3.771428121E-01  6.501851437E-05 
       299  2.720567430E+00  3.334370264E-02  3.772779670E-01  3.082544584E-05 
       300  2.653887584E+00  3.334357465E-02  3.773454115E-01  1.142311351E-05 
       301  2.581384641E+00  3.334343548E-02  3.773779771E-01  2.989613596E-06 
       302  2.506802625E+00  3.334329231E-02  3.773832738E-01  3.644112521E-07 
       303  2.432220608E+00  3.334314915E-02  3.773864395E-01 -1.202180985E-07 
       304  2.357638592E+00  3.334300599E-02  3.773836737E-01 -5.090726885E-08 
       305  2.283056575E+00  3.334286282E-02  3.773853791E-01 -4.399919996E-08 
       306  2.208474559E+00  3.334271966E-02  3.773838679E-01  1.289834734E-08 
       307  2.133892543E+00  3.334257650E-02  3.773851640E-01 -3.953568415E-09 
       308  2.059310526E+00  3.334243333E-02  3.773842621E-01  1.046724149E-08 
       309  1.984728510E+00  3.334229017E-02  3.773851001E-01 -4.145189188E-09 
       310  1.910146493E+00  3.334214701E-02  3.773845556E-01  2.484199670E-09 
       311  1.835564477E+00  3.334200385E-02  3.773850837E-01 -6.026155406E-09 
       312  1.760982460E+00  3.334186068E-02  3.773847618E-01  5.698155885E-10 
       313  1.686400444E+00  3.334171752E-02  3.773850802E-01 -1.437040252E-09 
       314  1.611818427E+00  3.334157436E-02  3.773849745E-01  6.870905386E-09 
       315  1.537236411E+00  3.334143119E-02  3.773851887E-01  3.811344179E-09 
       316  1.462654394E+00  3.334128803E-02  3.773852198E-01  7.684652104E-09 
       317  1.388072378E+00  3.334114487E-02  3.773852797E-01 -5.497601068E-10 
       318  1.313490361E+00  3.334100170E-02  3.773854225E-01  1.454672319E-09 
       319  1.238908345E+00  3.334085854E-02  3.773853056E-01 -1.000739387E-08 
       320  1.164326328E+00  3.334071538E-02  3.773855600E-01 -5.902332478E-09 
       321  1.089744312E+00  3.334057221E-02  3.773852347E-01 -1.093443339E-08 
       322  1.015162295E+00  3.334042905E-02  3.773859579E-01  9.130582572E-08 
       323  9.405802787E-01  3.334028589E-02  3.773864984E-01  4.461332457E-07 
       324  8.659982621E-01  3.334014273E-02  3.773915092E-01  1.785956756E-06 
       325  0.000000000E+00  2.667261638E-02  2.000000000E-01  0.000000000E+00 
       326  7.914162456E-01  3.333999956E-02  3.774024863E-01  4.505405999E-06 
       327  3.000000000E+00  3.334423902E-02  3.723166495E-01  9.248862570E-04 
       328  7.168342290E-01  3.333985640E-02  3.774262297E-01  7.486264824E-06 
       329  6.422522124E-01  3.333971324E-02  3.774414329E-01  3.377333672E-06 
       330  5.676701958E-01  3.333957007E-02  3.773629123E-01 -4.150470573E-05 
       331  4.930881791E-01  3.333942691E-02  3.768260014E-01 -2.315100304E-04 
       332  4.185061625E-01  3.333928375E-02  3.748789347E-01 -7.593714046E-04 
       333  3.460094514E-01  3.333914459E-02  3.695381827E-01 -2.024702272E-03 
       334  2.793448217E-01  3.333901662E-02  3.584904617E-01 -4.307888882E-03 
       335  2.240828041E-01  3.333891054E-02  3.414017978E-01 -7.345675828E-03 
       336  1.787797842E-01  3.333882358E-02  3.190535206E-01 -1.066537852E-02 
       337  1.416410565E-01  3.333875229E-02  2.937083747E-01 -1.342831842E-02 
       338  1.111959860E-01  3.333869385E-02  2.685777438E-01 -1.481448407E-02 
       339  8.623899454E-02  3.333864595E-02  2.465842862E-01 -1.451520632E-02 
       340  6.578107596E-02  3.333860668E-02  2.293716952E-01 -1.284118904E-02 
       341  4.901285782E-02  3.333857449E-02  2.171409766E-01 -1.041430240E-02 
       342  3.526646373E-02  3.333854810E-02  2.091711359E-01 -7.802804163E-03 
       343  2.399756970E-02  3.333852647E-02  2.043797623E-01 -5.365340575E-03 
       344  1.476798013E-02  3.333850876E-02  2.017787856E-01 -3.268895309E-03 
