nodenumber     x-coordinate     y-coordinate   axial-velocity  radial-velocity 
       134  3.459578117E-01  1.334155239E-02  3.852472582E-01 -7.077552069E-05 
       135  2.792854865E-01  6.675560384E-03  3.844637434E-01 -1.795997177E-04 
       136  2.792706311E-01  0.000000000E+00  3.848195635E-01 -9.061787761E-05 
       137  2.793003203E-01  1.334142444E-02  3.834104229E-01 -3.536337024E-04 
       138  2.240335548E-01  6.675454325E-03  3.786603546E-01 -6.159569651E-04 
       139  2.240212248E-01  0.000000000E+00  3.789775840E-01 -3.117359907E-04 
       140  2.240458671E-01  1.334131838E-02  3.777175106E-01 -1.203292856E-03 
       141  1.787388936E-01  6.675367381E-03  3.660383407E-01 -1.455675851E-03 
       142  1.787286564E-01  0.000000000E+00  3.662856977E-01 -7.376810913E-04 
       143  1.787491163E-01  1.334123143E-02  3.652968528E-01 -2.839935054E-03 
       144  1.416070975E-01  6.675296105E-03  3.452519953E-01 -2.597292452E-03 
       145  1.415985958E-01  0.000000000E+00  3.454073149E-01 -1.315864714E-03 
       146  1.416155873E-01  1.334116015E-02  3.447801445E-01 -5.072155020E-03 
       147  1.111677975E-01  6.675237675E-03  3.180379762E-01 -3.728009910E-03 
       148  1.111607405E-01  0.000000000E+00  3.181045313E-01 -1.887426736E-03 
       149  1.111748447E-01  1.334110172E-02  3.178298633E-01 -7.293834698E-03 
       150  8.621555496E-02  6.675189778E-03  2.885444218E-01 -4.493555428E-03 
       151  8.620968687E-02  0.000000000E+00  2.885478610E-01 -2.273417337E-03 
       152  8.622141485E-02  1.334105382E-02  2.885234725E-01 -8.808041236E-03 
       153  6.576158637E-02  6.675150516E-03  2.611587074E-01 -4.696978144E-03 
       154  6.575670718E-02  0.000000000E+00  2.611383168E-01 -2.379509842E-03 
       155  6.576645877E-02  1.334101456E-02  2.612297554E-01 -9.225559917E-03 
       156  4.899661160E-02  6.675118335E-03  2.387924960E-01 -4.372803768E-03 
       157  4.899254441E-02  0.000000000E+00  2.387666805E-01 -2.217545503E-03 
       158  4.900067316E-02  1.334098237E-02  2.388756656E-01 -8.602582461E-03 
       159  3.525288778E-02  6.675091954E-03  2.223396178E-01 -3.686647097E-03 
       160  3.524948909E-02  0.000000000E+00  2.223239305E-01 -1.866152847E-03 
       161  3.525628177E-02  1.334095599E-02  2.223989474E-01 -7.255817379E-03 
       162  2.398629170E-02  6.675070327E-03  2.113541870E-01 -2.803496044E-03 
       163  2.398346830E-02  0.000000000E+00  2.113536061E-01 -1.416910374E-03 
       164  2.398911120E-02  1.334093436E-02  2.113848503E-01 -5.517901365E-03 
       165  1.475849798E-02  6.675052614E-03  2.048632119E-01 -1.861071525E-03 
       166  1.475612418E-02  0.000000000E+00  2.048645303E-01 -9.400678682E-04 
       167  1.476086852E-02  1.334091665E-02  2.048777395E-01 -3.665569686E-03 
       168  7.068496629E-03  6.675037853E-03  2.015628899E-01 -9.442945587E-04 
       169  7.066310563E-03  0.000000000E+00  2.015720226E-01 -4.746768289E-04 
       170  7.070679691E-03  1.334090189E-02  2.015602475E-01 -1.861239777E-03 
       171  2.985189468E+00  2.001248253E-02  3.745476581E-01  6.662600620E-04 
       172  2.992881462E+00  2.001249730E-02  3.739803192E-01  6.444179519E-04 
       173  2.975983725E+00  2.001246486E-02  3.751330382E-01  6.908305269E-04 
       174  2.964710810E+00  2.001244322E-02  3.759087921E-01  7.073321621E-04 
       175  2.950960116E+00  2.001241683E-02  3.768469768E-01  7.014139177E-04 
       176  2.934186458E+00  2.001238463E-02  3.779549043E-01  6.611606733E-04 
       177  2.913721636E+00  2.001234535E-02  3.791768518E-01  5.806722865E-04 
       178  2.888756294E+00  2.001229743E-02  3.804207210E-01  4.657750662E-04 
       179  2.858300754E+00  2.001223896E-02  3.815690691E-01  3.332328023E-04 
       180  2.821149279E+00  2.001216765E-02  3.825017785E-01  2.077746771E-04 
       181  2.775830630E+00  2.001208066E-02  3.831643551E-01  1.105754066E-04 
       182  2.720549346E+00  2.001197455E-02  3.835619555E-01  4.952571067E-05 
       183  2.653865932E+00  2.001184654E-02  3.837579611E-01  1.824571136E-05 
       184  2.581361238E+00  2.001170737E-02  3.838449717E-01  5.372816055E-06 
       185  2.506778784E+00  2.001156420E-02  3.838681166E-01  1.487176376E-06 
       186  2.432196331E+00  2.001142104E-02  3.838776098E-01  1.215156491E-07 
       187  2.357613877E+00  2.001127788E-02  3.838741515E-01  4.159282497E-09 
       188  2.283031423E+00  2.001113471E-02  3.838775890E-01 -2.593096847E-08 
       189  2.208448970E+00  2.001099155E-02  3.838743781E-01 -9.744518506E-10 
       190  2.133866516E+00  2.001084839E-02  3.838770250E-01  1.705016189E-08 
       191  2.059284063E+00  2.001070522E-02  3.838748222E-01  7.629149035E-09 
       192  1.984701609E+00  2.001056206E-02  3.838767284E-01  2.282379598E-08 
       193  1.910119156E+00  2.001041889E-02  3.838752380E-01  1.026214206E-08 
       194  1.835536702E+00  2.001027573E-02  3.838764810E-01  2.286110617E-08 
       195  1.760954248E+00  2.001013257E-02  3.838755807E-01  1.223882828E-08 
       196  1.686371795E+00  2.000998940E-02  3.838763122E-01  2.301687926E-08 
       197  1.611789341E+00  2.000984624E-02  3.838758805E-01  1.333633694E-08 
       198  1.537206887E+00  2.000970307E-02  3.838761391E-01  2.359329644E-08 
       199  1.462624434E+00  2.000955991E-02  3.838761653E-01  1.670857893E-08 
       200  1.388041980E+00  2.000941675E-02  3.838760163E-01  2.696558014E-08 
       201  1.313459526E+00  2.000927358E-02  3.838764676E-01  1.789013535E-08 
       202  1.238877073E+00  2.000913042E-02  3.838758292E-01  2.888922971E-08 
       203  1.164294619E+00  2.000898725E-02  3.838768010E-01  1.793149758E-08 
       204  1.089712165E+00  2.000884409E-02  3.838756329E-01  2.918843271E-08 
       205  1.015129712E+00  2.000870093E-02  3.838771898E-01  1.521776138E-08 
       206  9.405472579E-01  2.000855776E-02  3.838753212E-01  2.529762654E-08 
       207  8.659648042E-01  2.000841460E-02  3.838776363E-01  1.891572727E-08 
       208  0.000000000E+00  1.334088832E-02  2.000000000E-01  0.000000000E+00 
       209  0.000000000E+00  6.675024284E-03  2.000000000E-01  0.000000000E+00 
       210  7.913823505E-01  2.000827144E-02  3.838750565E-01  4.033251749E-08 
       211  3.000000000E+00  2.001251096E-02  3.736573652E-01  6.348821062E-04 
       212  7.167998967E-01  2.000812827E-02  3.838787481E-01  1.725679567E-07 
       213  6.422174430E-01  2.000798511E-02  3.838771367E-01  4.536316993E-07 
       214  5.676349892E-01  2.000784194E-02  3.838854436E-01  1.537120223E-06 
       215  4.930525354E-01  2.000769878E-02  3.838839837E-01  2.368557757E-07 
       216  4.184700816E-01  2.000755562E-02  3.838194426E-01 -1.192424836E-05 
       217  3.459750250E-01  2.000741646E-02  3.834310932E-01 -1.086779134E-04 
       218  2.793151541E-01  2.000728850E-02  3.816604535E-01 -5.207407071E-04 
       219  2.240581794E-01  2.000718243E-02  3.761460902E-01 -1.764544761E-03 
       220  1.787593389E-01  2.000709548E-02  3.640517042E-01 -4.176261041E-03 
       221  1.416240770E-01  2.000702420E-02  3.439774675E-01 -7.476709232E-03 
       222  1.111818918E-01  2.000696576E-02  3.174657452E-01 -1.078383305E-02 
       223  8.622727475E-02  2.000691786E-02  2.884735926E-01 -1.305918902E-02 
       224  6.577133117E-02  2.000687860E-02  2.613491231E-01 -1.372110890E-02 
       225  4.900473471E-02  2.000684641E-02  2.390198442E-01 -1.282778864E-02 
       226  3.525967575E-02  2.000682003E-02  2.225119987E-01 -1.082975018E-02 
       227  2.399193070E-02  2.000679840E-02  2.114596182E-01 -8.240005458E-03 
       228  1.476323905E-02  2.000678069E-02  2.049151588E-01 -5.479177007E-03 
       229  7.072862753E-03  2.000676592E-02  2.015734799E-01 -2.782529052E-03 
       230  2.985191536E+00  2.667834657E-02  3.723654032E-01  8.727183197E-04 
       231  2.992883420E+00  2.667836133E-02  3.718198374E-01  8.437974114E-04 
       232  2.975985038E+00  2.667832890E-02  3.729278387E-01  9.039156339E-04 
       233  2.964712441E+00  2.667830726E-02  3.736733033E-01  9.247610749E-04 
       234  2.950962114E+00  2.667828086E-02  3.745733579E-01  9.164305673E-04 
       235  2.934188922E+00  2.667824867E-02  3.756354088E-01  8.634486591E-04 
       236  2.913724691E+00  2.667820938E-02  3.768060125E-01  7.580383606E-04 
       237  2.888760080E+00  2.667816146E-02  3.779967810E-01  6.076380526E-04 
       238  2.858305462E+00  2.667810300E-02  3.790956398E-01  4.345548700E-04 
       239  2.821155129E+00  2.667803169E-02  3.799873879E-01  2.710982527E-04 
       240  2.775837901E+00  2.667794471E-02  3.806205244E-01  1.443895433E-04 
       241  2.720558388E+00  2.667783859E-02  3.809999108E-01  6.474377645E-05 
       242  2.653876758E+00  2.667771060E-02  3.811865123E-01  2.393935778E-05 
       243  2.581372939E+00  2.667757142E-02  3.812697509E-01  7.134274535E-06 
       244  2.506790704E+00  2.667742826E-02  3.812916679E-01  1.860389449E-06 
       245  2.432208469E+00  2.667728510E-02  3.813009599E-01  1.422068220E-07 
       246  2.357626234E+00  2.667714193E-02  3.812974280E-01 -1.123172031E-08 
       247  2.283043999E+00  2.667699877E-02  3.813008984E-01 -3.704130900E-08 
       248  2.208461764E+00  2.667685560E-02  3.812977039E-01 -1.380355851E-08 
       249  2.133879529E+00  2.667671244E-02  3.813003725E-01  1.367886785E-08 
       250  2.059297294E+00  2.667656928E-02  3.812981884E-01 -5.259847571E-09 
       251  1.984715059E+00  2.667642611E-02  3.813001137E-01  1.811421182E-08 
       252  1.910132824E+00  2.667628295E-02  3.812986414E-01 -3.041667894E-09 
       253  1.835550589E+00  2.667613979E-02  3.812999026E-01  1.591604701E-08 
       254  1.760968354E+00  2.667599662E-02  3.812990212E-01 -2.211116293E-09 
       255  1.686386119E+00  2.667585346E-02  3.812997714E-01  1.428922477E-08 
       256  1.611803884E+00  2.667571030E-02  3.812993586E-01 -1.961486796E-09 
       257  1.537221649E+00  2.667556713E-02  3.812996358E-01  1.292941813E-08 
       258  1.462639414E+00  2.667542397E-02  3.812996816E-01 -8.597754670E-11 
       259  1.388057179E+00  2.667528081E-02  3.812995510E-01  1.502812945E-08 
       260  1.313474944E+00  2.667513764E-02  3.813000207E-01 -4.823069344E-10 
       261  1.238892709E+00  2.667499448E-02  3.812994001E-01  1.645253983E-08 
       262  1.164310474E+00  2.667485132E-02  3.813003910E-01 -1.293503414E-09 
       263  1.089728239E+00  2.667470815E-02  3.812992406E-01  1.711684163E-08 
       264  1.015146003E+00  2.667456499E-02  3.813008173E-01 -4.417710981E-09 
       265  9.405637683E-01  2.667442183E-02  3.812989660E-01  1.234615004E-08 
       266  8.659815332E-01  2.667427866E-02  3.813013030E-01 -1.308614946E-09 
       267  0.000000000E+00  2.000675235E-02  2.000000000E-01  0.000000000E+00 
       268  7.913992980E-01  2.667413550E-02  3.812987318E-01  3.082877522E-08 
       269  3.000000000E+00  2.667837499E-02  3.715087400E-01  8.305243827E-04 
       270  7.168170628E-01  2.667399234E-02  3.813024318E-01  1.973840534E-07 
       271  6.422348277E-01  2.667384917E-02  3.813007326E-01  5.763440283E-07 
       272  5.676525925E-01  2.667370601E-02  3.813090075E-01  2.078763436E-06 
       273  4.930703573E-01  2.667356285E-02  3.813077966E-01  6.943329354E-07 
       274  4.184881221E-01  2.667341968E-02  3.812484634E-01 -1.376133253E-05 
       275  3.459922382E-01  2.667328052E-02  3.808774328E-01 -1.449277479E-04 
       276  2.793299879E-01  2.667315256E-02  3.791956844E-01 -6.801292631E-04 
       277  2.240704918E-01  2.667304649E-02  3.739269167E-01 -2.302133902E-03 
       278  1.787695615E-01  2.667295953E-02  3.622823656E-01 -5.473700068E-03 
       279  1.416325667E-01  2.667288825E-02  3.428237933E-01 -9.838154863E-03 
       280  1.111889389E-01  2.667282981E-02  3.169286040E-01 -1.424569618E-02 
       281  8.623313464E-02  2.667278191E-02  2.883869698E-01 -1.731532167E-02 
       282  6.577620356E-02  2.667274264E-02  2.615015476E-01 -1.825530641E-02 
       283  4.900879627E-02  2.667271045E-02  2.392222153E-01 -1.711452691E-02 
       284  3.526306974E-02  2.667268407E-02  2.226764745E-01 -1.447662299E-02 
       285  2.399475020E-02  2.667266244E-02  2.115650668E-01 -1.103039436E-02 
       286  1.476560959E-02  2.667264472E-02  2.049668458E-01 -7.342763316E-03 
       287  7.075045815E-03  2.667262996E-02  2.015912130E-01 -3.731888225E-03 
       288  2.985193604E+00  3.334421060E-02  3.695287092E-01  1.063956286E-03 
       289  2.992885378E+00  3.334422537E-02  3.690103680E-01  1.028861777E-03 
       290  2.975986352E+00  3.334419293E-02  3.700617551E-01  1.101407427E-03 
       291  2.964714072E+00  3.334417129E-02  3.707685145E-01  1.126174275E-03 
       292  2.950964113E+00  3.334414490E-02  3.716206471E-01  1.115372485E-03 
       293  2.934191386E+00  3.334411270E-02  3.726250551E-01  1.050291704E-03 
       294  2.913727747E+00  3.334407342E-02  3.737312249E-01  9.216880132E-04 
       295  2.888763867E+00  3.334402550E-02  3.748553951E-01  7.385968607E-04 
       296  2.858310169E+00  3.334396704E-02  3.758921863E-01  5.280197976E-04 
       297  2.821160979E+00  3.334389574E-02  3.767326507E-01  3.293898664E-04 
       298  2.775845171E+00  3.334380875E-02  3.773289606E-01  1.753637834E-04 
       299  2.720567430E+00  3.334370264E-02  3.776855760E-01  7.855148727E-05 
       300  2.653887584E+00  3.334357465E-02  3.778604126E-01  2.900903301E-05 
       301  2.581384641E+00  3.334343548E-02  3.779389519E-01  8.664129243E-06 
       302  2.506802625E+00  3.334329231E-02  3.779593378E-01  2.213909902E-06 
       303  2.432220608E+00  3.334314915E-02  3.779683470E-01  1.553812489E-07 
       304  2.357638592E+00  3.334300599E-02  3.779647334E-01 -2.876679730E-08 
       305  2.283056575E+00  3.334286282E-02  3.779682373E-01 -4.928743681E-08 
       306  2.208474559E+00  3.334271966E-02  3.779650596E-01 -2.439605451E-08 
       307  2.133892543E+00  3.334257650E-02  3.779677503E-01  1.273397288E-08 
       308  2.059310526E+00  3.334243333E-02  3.779655849E-01 -1.345477530E-08 
       309  1.984728510E+00  3.334229017E-02  3.779675290E-01  1.791035691E-08 
       310  1.910146493E+00  3.334214701E-02  3.779660746E-01 -1.042062749E-08 
       311  1.835564477E+00  3.334200385E-02  3.779673535E-01  1.501314406E-08 
       312  1.760982460E+00  3.334186068E-02  3.779664910E-01 -9.275293021E-09 
       313  1.686400444E+00  3.334171752E-02  3.779672594E-01  1.279527528E-08 
       314  1.611818427E+00  3.334157436E-02  3.779668654E-01 -8.836684398E-09 
       315  1.537236411E+00  3.334143119E-02  3.779671612E-01  1.084197649E-08 
       316  1.462654394E+00  3.334128803E-02  3.779672263E-01 -6.949359041E-09 
       317  1.388072378E+00  3.334114487E-02  3.779671139E-01  1.341037339E-08 
       318  1.313490361E+00  3.334100170E-02  3.779676019E-01 -6.797630927E-09 
       319  1.238908345E+00  3.334085854E-02  3.779669985E-01  1.538384136E-08 
       320  1.164326328E+00  3.334071538E-02  3.779680084E-01 -8.273054550E-09 
       321  1.089744312E+00  3.334057221E-02  3.779668755E-01  1.633599833E-08 
       322  1.015162295E+00  3.334042905E-02  3.779684719E-01 -1.224762788E-08 
       323  9.405802787E-01  3.334028589E-02  3.779666375E-01  1.050038045E-08 
       324  8.659982621E-01  3.334014273E-02  3.779689973E-01 -9.105040359E-09 
       325  0.000000000E+00  2.667261638E-02  2.000000000E-01  0.000000000E+00 
       326  7.914162456E-01  3.333999956E-02  3.779664323E-01  3.251440323E-08 
       327  3.000000000E+00  3.334423902E-02  3.687140022E-01  1.012566850E-03 
       328  7.168342290E-01  3.333985640E-02  3.779701370E-01  2.325869658E-07 
       329  6.422522124E-01  3.333971324E-02  3.779683181E-01  6.997857171E-07 
       330  5.676701958E-01  3.333957007E-02  3.779765324E-01  2.565393793E-06 
       331  4.930881791E-01  3.333942691E-02  3.779753611E-01  1.211539404E-06 
       332  4.185061625E-01  3.333928375E-02  3.779229185E-01 -1.544551628E-05 
       333  3.460094514E-01  3.333914459E-02  3.775736227E-01 -1.742215369E-04 
       334  2.793448217E-01  3.333901662E-02  3.760011542E-01 -8.305650710E-04 
       335  2.240828041E-01  3.333891054E-02  3.710397222E-01 -2.801421657E-03 
       336  1.787797842E-01  3.333882358E-02  3.599642397E-01 -6.685049863E-03 
       337  1.416410565E-01  3.333875229E-02  3.412920213E-01 -1.208178161E-02 
       338  1.111959860E-01  3.333869385E-02  3.161943894E-01 -1.758192024E-02 
       339  8.623899454E-02  3.333864595E-02  2.882477850E-01 -2.147500923E-02 
       340  6.578107596E-02  3.333860668E-02  2.616793498E-01 -2.274414966E-02 
       341  4.901285782E-02  3.333857449E-02  2.394798109E-01 -2.139961244E-02 
       342  3.526646373E-02  3.333854810E-02  2.228913404E-01 -1.814630440E-02 
       343  2.399756970E-02  3.333852647E-02  2.117017769E-01 -1.385146402E-02 
       344  1.476798013E-02  3.333850876E-02  2.050345261E-01 -9.232985129E-03 
