(title "Pressure at receiver-1")
(labels "Frequency [Hz]" "Sound Pressure Level [dB]")

((xy/key/label "Pressure")
1.2121212e+00	4.3801613e+01
2.4242425e+00	4.2627018e+01
3.6363637e+00	4.1073368e+01
4.8484850e+00	3.8441738e+01
6.0606060e+00	3.5449738e+01
7.2727275e+00	3.2447014e+01
8.4848480e+00	2.7538227e+01
9.6969700e+00	2.1817978e+01
1.0909091e+01	2.0083765e+01
1.2121212e+01	1.9292143e+01
1.3333333e+01	2.1191799e+01
1.4545455e+01	2.2225990e+01
1.5757576e+01	2.2771013e+01
1.6969696e+01	2.2664303e+01
1.8181818e+01	2.2352716e+01
1.9393940e+01	2.2158453e+01
)
